Day,Hour,DHI,DNI,WS,RH,T,TARGET
210.000000,16.000000,87.000000,827.000000,3.400000,28.890000,28.000000,53.664467
210.000000,16.500000,81.000000,786.000000,3.200000,30.660000,27.000000,44.564514
210.000000,17.000000,77.000000,717.000000,3.100000,32.100000,26.000000,34.995256
210.000000,17.500000,67.000000,641.000000,2.400000,36.190000,25.000000,25.519609
210.000000,18.000000,56.000000,518.000000,1.800000,46.430000,24.000000,16.231401
210.000000,18.500000,38.000000,357.000000,1.500000,52.480000,22.000000,7.881316
210.000000,19.000000,14.000000,117.000000,1.300000,60.210000,20.000000,1.688891
211.000000,4.500000,0.000000,0.000000,1.100000,84.830000,15.000000,0.000000
211.000000,5.000000,0.000000,0.000000,1.200000,81.200000,16.000000,0.000000
211.000000,5.500000,26.000000,274.000000,1.500000,76.190000,17.000000,4.597687
211.000000,6.000000,45.000000,473.000000,1.800000,66.740000,19.000000,12.103848
211.000000,6.500000,59.000000,601.000000,1.300000,62.700000,21.000000,21.017073
211.000000,7.000000,71.000000,686.000000,0.800000,51.820000,23.000000,30.305202
211.000000,7.500000,79.000000,749.000000,1.500000,48.750000,24.000000,39.687182
211.000000,8.000000,88.000000,792.000000,2.300000,43.210000,25.000000,48.787488
211.000000,8.500000,94.000000,827.000000,2.500000,43.200000,25.000000,57.512943
211.000000,9.000000,103.000000,847.000000,2.800000,38.990000,26.000000,65.299459
211.000000,9.500000,107.000000,868.000000,3.000000,38.980000,26.000000,72.429860
211.000000,10.000000,421.000000,137.000000,3.200000,35.530000,27.000000,50.006076
211.000000,10.500000,358.000000,31.000000,3.300000,35.520000,27.000000,36.120712
211.000000,11.000000,467.000000,112.000000,3.500000,35.080000,27.000000,53.289777
211.000000,11.500000,441.000000,352.000000,3.700000,35.070000,27.000000,71.866143
211.000000,12.000000,154.000000,10.000000,3.900000,35.280000,27.000000,15.386485
211.000000,12.500000,452.000000,332.000000,4.000000,37.430000,26.000000,71.397828
211.000000,13.000000,47.000000,0.000000,4.200000,37.930000,26.000000,4.409590
211.000000,13.500000,97.000000,0.000000,4.200000,37.920000,26.000000,9.100643
211.000000,14.000000,163.000000,10.000000,4.300000,37.810000,26.000000,16.137223
211.000000,14.500000,373.000000,64.000000,4.100000,37.800000,26.000000,39.780130
211.000000,15.000000,332.000000,76.000000,4.100000,37.210000,26.000000,36.402572
211.000000,15.500000,92.000000,845.000000,3.900000,37.200000,26.000000,61.171332
211.000000,16.000000,186.000000,550.000000,3.800000,36.490000,26.000000,47.661099
211.000000,16.500000,124.000000,636.000000,3.600000,38.750000,25.000000,41.469365
211.000000,17.000000,110.000000,559.000000,3.500000,38.370000,25.000000,31.805690
211.000000,17.500000,105.000000,381.000000,2.700000,40.770000,23.000000,21.204259
211.000000,18.000000,53.000000,532.000000,2.000000,47.770000,22.000000,16.044107
211.000000,18.500000,36.000000,370.000000,1.800000,54.050000,20.000000,7.787662
211.000000,19.000000,13.000000,121.000000,1.700000,60.600000,19.000000,1.595081
212.000000,4.500000,0.000000,0.000000,2.300000,78.960000,14.000000,0.000000
212.000000,5.000000,0.000000,0.000000,2.600000,74.850000,15.000000,0.000000
212.000000,5.500000,24.000000,312.000000,2.900000,65.770000,16.000000,4.597737
212.000000,6.000000,40.000000,523.000000,3.300000,59.020000,18.000000,12.385469
212.000000,6.500000,52.000000,650.000000,2.500000,52.070000,20.000000,21.392613
212.000000,7.000000,60.000000,739.000000,1.800000,43.770000,23.000000,30.961971
212.000000,7.500000,67.000000,799.000000,1.100000,41.170000,24.000000,40.531590
212.000000,8.000000,73.000000,845.000000,0.400000,32.690000,26.000000,49.912805
212.000000,8.500000,77.000000,878.000000,0.800000,30.790000,27.000000,58.731339
212.000000,9.000000,82.000000,904.000000,1.200000,27.950000,28.000000,66.892946
212.000000,9.500000,85.000000,923.000000,1.600000,26.350000,29.000000,74.116194
212.000000,10.000000,88.000000,937.000000,2.100000,24.250000,30.000000,80.307297
212.000000,10.500000,90.000000,947.000000,2.400000,24.240000,30.000000,85.279595
212.000000,11.000000,93.000000,951.000000,2.800000,22.460000,31.000000,88.937478
212.000000,11.500000,95.000000,955.000000,2.900000,22.450000,31.000000,91.282875
212.000000,12.000000,101.000000,948.000000,3.100000,20.810000,31.000000,92.127219
212.000000,12.500000,101.000000,947.000000,3.200000,20.800000,31.000000,91.658139
212.000000,13.000000,108.000000,930.000000,3.300000,20.480000,32.000000,89.499389
212.000000,13.500000,406.000000,494.000000,3.300000,21.690000,31.000000,78.899176
212.000000,14.000000,109.000000,904.000000,3.400000,21.800000,31.000000,81.619837
212.000000,14.500000,322.000000,529.000000,3.200000,23.100000,30.000000,69.518350
212.000000,15.000000,328.000000,55.000000,3.100000,23.480000,30.000000,34.618449
212.000000,15.500000,303.000000,300.000000,2.800000,24.890000,29.000000,47.002802
212.000000,16.000000,261.000000,277.000000,2.600000,25.980000,29.000000,39.591182
212.000000,16.500000,214.000000,75.000000,2.200000,27.550000,28.000000,23.642388
212.000000,17.000000,43.000000,0.000000,1.900000,32.550000,27.000000,4.034261
212.000000,17.500000,65.000000,0.000000,1.600000,36.700000,25.000000,6.098436
212.000000,18.000000,40.000000,0.000000,1.400000,49.240000,24.000000,3.752925
212.000000,18.500000,19.000000,0.000000,1.700000,52.350000,23.000000,1.782659
212.000000,19.000000,3.000000,0.000000,2.000000,51.510000,22.000000,0.281476
213.000000,4.500000,0.000000,0.000000,2.100000,66.460000,15.000000,0.000000
213.000000,5.000000,0.000000,0.000000,2.200000,67.830000,16.000000,0.000000
213.000000,5.500000,27.000000,230.000000,2.600000,59.670000,18.000000,4.128490
213.000000,6.000000,49.000000,433.000000,3.100000,52.910000,20.000000,11.634579
213.000000,6.500000,69.000000,502.000000,2.300000,49.710000,21.000000,19.140549
213.000000,7.000000,149.000000,89.000000,1.600000,43.580000,23.000000,16.982172
213.000000,7.500000,160.000000,18.000000,1.600000,41.010000,24.000000,15.856108
213.000000,8.000000,186.000000,16.000000,1.600000,34.050000,26.000000,18.295107
213.000000,8.500000,269.000000,350.000000,2.100000,32.070000,27.000000,45.690355
213.000000,9.000000,112.000000,835.000000,2.700000,29.270000,28.000000,65.204204
213.000000,9.500000,117.000000,858.000000,2.900000,29.260000,28.000000,72.334448
213.000000,10.000000,124.000000,869.000000,3.200000,27.490000,29.000000,78.338003
213.000000,10.500000,127.000000,881.000000,3.200000,27.480000,29.000000,83.216537
213.000000,11.000000,124.000000,897.000000,3.300000,26.220000,29.000000,87.063074
213.000000,11.500000,474.000000,388.000000,3.300000,27.790000,29.000000,77.868913
213.000000,12.000000,85.000000,0.000000,3.300000,28.150000,29.000000,7.974527
213.000000,12.500000,78.000000,0.000000,3.400000,29.850000,28.000000,7.317882
213.000000,13.000000,88.000000,0.000000,3.500000,30.690000,28.000000,8.256072
213.000000,13.500000,53.000000,0.000000,3.600000,32.560000,27.000000,4.972462
213.000000,14.000000,321.000000,25.000000,3.800000,33.870000,27.000000,32.086450
213.000000,14.500000,382.000000,305.000000,3.900000,35.950000,26.000000,58.450521
213.000000,15.000000,350.000000,91.000000,4.000000,37.170000,26.000000,39.123383
213.000000,15.500000,182.000000,10.000000,3.900000,39.470000,25.000000,17.732376
213.000000,16.000000,270.000000,133.000000,3.800000,41.030000,24.000000,32.556624
213.000000,16.500000,204.000000,51.000000,3.100000,43.590000,23.000000,21.485732
213.000000,17.000000,157.000000,40.000000,2.500000,50.310000,22.000000,16.325583
213.000000,17.500000,66.000000,0.000000,1.900000,53.510000,21.000000,6.192530
213.000000,18.000000,71.000000,0.000000,1.400000,63.360000,20.000000,6.661735
213.000000,18.500000,33.000000,0.000000,1.200000,67.440000,19.000000,3.096333
213.000000,19.000000,6.000000,0.000000,1.200000,71.890000,19.000000,0.562970
214.000000,4.500000,0.000000,0.000000,1.900000,70.260000,15.000000,0.000000
214.000000,5.000000,0.000000,0.000000,1.800000,70.870000,15.000000,0.000000
214.000000,5.500000,14.000000,0.000000,2.200000,62.280000,16.000000,1.313639
214.000000,6.000000,41.000000,0.000000,2.700000,55.460000,18.000000,3.847002
214.000000,6.500000,47.000000,0.000000,2.800000,52.080000,20.000000,4.409881
214.000000,7.000000,149.000000,151.000000,2.900000,36.680000,22.000000,19.140338
214.000000,7.500000,171.000000,30.000000,3.200000,34.490000,23.000000,17.357469
214.000000,8.000000,235.000000,71.000000,3.500000,26.440000,25.000000,25.707254
214.000000,8.500000,259.000000,43.000000,3.600000,26.440000,25.000000,26.833119
214.000000,9.000000,208.000000,13.000000,3.800000,24.350000,26.000000,20.359170
214.000000,9.500000,290.000000,25.000000,3.900000,24.350000,26.000000,28.990708
214.000000,10.000000,276.000000,19.000000,4.100000,22.560000,27.000000,27.395449
214.000000,10.500000,351.000000,30.000000,4.100000,22.550000,27.000000,35.370151
214.000000,11.000000,459.000000,271.000000,4.300000,21.230000,28.000000,65.954756
214.000000,11.500000,365.000000,27.000000,4.400000,21.220000,28.000000,36.589410
214.000000,12.000000,410.000000,38.000000,4.600000,20.440000,29.000000,41.842814
214.000000,12.500000,269.000000,18.000000,4.600000,20.430000,29.000000,26.831939
214.000000,13.000000,202.000000,14.000000,4.700000,21.290000,29.000000,20.264681
214.000000,13.500000,64.000000,0.000000,4.600000,22.570000,28.000000,6.004416
214.000000,14.000000,97.000000,0.000000,4.600000,23.790000,28.000000,9.100443
214.000000,14.500000,119.000000,3.000000,4.500000,25.230000,27.000000,11.352224
214.000000,15.000000,89.000000,0.000000,4.400000,26.840000,27.000000,8.349983
214.000000,15.500000,317.000000,153.000000,4.200000,28.490000,26.000000,39.217204
214.000000,16.000000,262.000000,252.000000,4.100000,30.720000,26.000000,38.278993
214.000000,16.500000,53.000000,0.000000,3.800000,32.630000,25.000000,4.972571
214.000000,17.000000,152.000000,339.000000,3.500000,38.590000,24.000000,27.021060
214.000000,17.500000,117.000000,44.000000,2.700000,43.630000,22.000000,12.291100
214.000000,18.000000,7.000000,0.000000,2.000000,56.230000,21.000000,0.656784
214.000000,18.500000,3.000000,0.000000,1.900000,59.860000,20.000000,0.281482
214.000000,19.000000,0.000000,0.000000,1.800000,67.760000,19.000000,0.000000
215.000000,4.500000,0.000000,0.000000,2.500000,72.790000,13.000000,0.000000
215.000000,5.000000,0.000000,0.000000,2.500000,71.980000,14.000000,0.000000
215.000000,5.500000,23.000000,278.000000,3.000000,63.190000,15.000000,4.034793
215.000000,6.000000,43.000000,482.000000,3.500000,54.780000,17.000000,11.634963
215.000000,6.500000,57.000000,617.000000,3.400000,51.420000,19.000000,20.642222
215.000000,7.000000,151.000000,130.000000,3.300000,41.340000,21.000000,18.577591
215.000000,7.500000,197.000000,141.000000,3.300000,38.860000,22.000000,24.488374
215.000000,8.000000,84.000000,815.000000,3.400000,31.800000,24.000000,48.975671
215.000000,8.500000,90.000000,851.000000,3.400000,29.930000,24.000000,57.888868
215.000000,9.000000,93.000000,882.000000,3.400000,28.380000,25.000000,66.144576
215.000000,9.500000,97.000000,903.000000,3.400000,28.380000,26.000000,73.461891
215.000000,10.000000,98.000000,923.000000,3.400000,26.600000,27.000000,79.840846
215.000000,10.500000,101.000000,935.000000,3.300000,26.600000,27.000000,84.907127
215.000000,11.000000,94.000000,958.000000,3.300000,24.480000,28.000000,89.034230
215.000000,11.500000,95.000000,963.000000,3.200000,24.480000,28.000000,91.473524
215.000000,12.000000,94.000000,967.000000,3.200000,22.500000,29.000000,92.598334
215.000000,12.500000,94.000000,966.000000,3.200000,22.500000,29.000000,92.223062
215.000000,13.000000,93.000000,962.000000,3.200000,20.720000,30.000000,90.345710
215.000000,13.500000,92.000000,955.000000,3.200000,20.720000,30.000000,87.155934
215.000000,14.000000,87.000000,950.000000,3.300000,20.290000,30.000000,82.746538
215.000000,14.500000,85.000000,937.000000,3.300000,20.300000,30.000000,77.023705
215.000000,15.000000,83.000000,918.000000,3.400000,19.980000,30.000000,70.175068
215.000000,15.500000,79.000000,895.000000,3.400000,21.180000,29.000000,62.295131
215.000000,16.000000,76.000000,862.000000,3.400000,21.060000,29.000000,53.663877
215.000000,16.500000,71.000000,823.000000,3.200000,22.340000,28.000000,44.470206
215.000000,17.000000,65.000000,765.000000,3.000000,24.350000,27.000000,34.807231
215.000000,17.500000,57.000000,690.000000,2.200000,27.450000,25.000000,25.144321
215.000000,18.000000,46.000000,580.000000,1.400000,39.520000,23.000000,15.762458
215.000000,18.500000,31.000000,408.000000,1.200000,44.730000,21.000000,7.224619
215.000000,19.000000,9.000000,125.000000,1.100000,52.760000,19.000000,1.125939
216.000000,4.500000,0.000000,0.000000,1.400000,63.690000,13.000000,0.000000
216.000000,5.000000,0.000000,0.000000,1.500000,61.680000,14.000000,0.000000
216.000000,5.500000,21.000000,295.000000,2.000000,54.200000,16.000000,3.940918
216.000000,6.000000,39.000000,510.000000,2.600000,47.420000,19.000000,11.634707
216.000000,6.500000,52.000000,643.000000,2.100000,41.830000,21.000000,20.641768
216.000000,7.000000,62.000000,731.000000,1.600000,32.870000,23.000000,30.211378
216.000000,7.500000,69.000000,792.000000,0.900000,30.940000,25.000000,39.780567
216.000000,8.000000,76.000000,834.000000,0.300000,26.340000,27.000000,49.067876
216.000000,8.500000,82.000000,867.000000,0.200000,24.820000,27.000000,57.886959
216.000000,9.000000,88.000000,887.000000,0.200000,23.490000,28.000000,65.767118
216.000000,9.500000,92.000000,906.000000,0.200000,23.480000,29.000000,72.990379
216.000000,10.000000,100.000000,912.000000,0.300000,22.240000,30.000000,78.900043
216.000000,10.500000,103.000000,923.000000,0.500000,22.230000,30.000000,83.966158
216.000000,11.000000,100.000000,938.000000,0.700000,21.030000,31.000000,87.717871
216.000000,11.500000,101.000000,942.000000,0.800000,21.020000,31.000000,90.063269
216.000000,12.000000,489.000000,217.000000,1.000000,19.970000,31.000000,64.639158
216.000000,12.500000,456.000000,71.000000,1.100000,19.960000,31.000000,48.971902
216.000000,13.000000,472.000000,240.000000,1.300000,20.220000,32.000000,64.638448
216.000000,13.500000,310.000000,21.000000,1.400000,20.220000,32.000000,30.865093
216.000000,14.000000,277.000000,19.000000,1.600000,20.460000,32.000000,27.487758
216.000000,14.500000,334.000000,485.000000,1.700000,20.460000,31.000000,66.890740
216.000000,15.000000,254.000000,584.000000,1.800000,20.410000,31.000000,63.325736
216.000000,15.500000,286.000000,350.000000,1.800000,21.610000,31.000000,48.221375
216.000000,16.000000,163.000000,613.000000,1.900000,21.430000,31.000000,48.221375
216.000000,16.500000,203.000000,301.000000,1.800000,22.700000,30.000000,32.742111
216.000000,17.000000,109.000000,544.000000,1.700000,24.580000,29.000000,30.490839
216.000000,17.500000,106.000000,328.000000,1.500000,27.630000,27.000000,19.233106
216.000000,18.000000,71.000000,244.000000,1.400000,42.090000,26.000000,11.446170
216.000000,18.500000,38.000000,153.000000,2.000000,44.700000,24.000000,5.160272
216.000000,19.000000,0.000000,0.000000,2.600000,42.920000,23.000000,0.000000
217.000000,4.500000,0.000000,0.000000,1.500000,59.510000,16.000000,0.000000
217.000000,5.000000,0.000000,0.000000,1.500000,62.390000,16.000000,0.000000
217.000000,5.500000,22.000000,76.000000,1.900000,54.890000,18.000000,2.533391
217.000000,6.000000,57.000000,154.000000,2.400000,48.190000,20.000000,7.693835
217.000000,6.500000,100.000000,153.000000,2.400000,45.280000,21.000000,13.041844
217.000000,7.000000,128.000000,342.000000,2.400000,38.500000,23.000000,23.362215
217.000000,7.500000,87.000000,706.000000,2.500000,36.220000,24.000000,37.716896
217.000000,8.000000,244.000000,182.000000,2.600000,30.070000,25.000000,31.993334
217.000000,8.500000,289.000000,187.000000,2.700000,30.070000,26.000000,37.903709
217.000000,9.000000,109.000000,847.000000,2.800000,26.480000,27.000000,65.017281
217.000000,9.500000,215.000000,704.000000,2.800000,24.960000,28.000000,70.082792
217.000000,10.000000,271.000000,655.000000,2.800000,22.020000,29.000000,75.242010
217.000000,10.500000,409.000000,430.000000,2.800000,22.020000,29.000000,72.896561
217.000000,11.000000,470.000000,161.000000,2.900000,19.450000,29.000000,57.604232
217.000000,11.500000,477.000000,116.000000,2.900000,19.450000,29.000000,54.695875
217.000000,12.000000,487.000000,223.000000,2.900000,18.460000,30.000000,64.921320
217.000000,12.500000,472.000000,289.000000,2.900000,18.460000,30.000000,69.143082
217.000000,13.000000,416.000000,340.000000,2.900000,16.810000,30.000000,67.735828
217.000000,13.500000,412.000000,351.000000,2.800000,16.810000,30.000000,67.454377
217.000000,14.000000,421.000000,261.000000,2.700000,16.390000,31.000000,59.854547
217.000000,14.500000,349.000000,374.000000,2.600000,17.370000,30.000000,60.230473
217.000000,15.000000,340.000000,80.000000,2.500000,17.000000,30.000000,37.339141
217.000000,15.500000,239.000000,23.000000,2.300000,18.020000,29.000000,23.829764
217.000000,16.000000,265.000000,136.000000,2.200000,18.030000,29.000000,32.085745
217.000000,16.500000,167.000000,462.000000,1.800000,19.130000,28.000000,36.683229
217.000000,17.000000,144.000000,361.000000,1.400000,25.530000,27.000000,26.832529
217.000000,17.500000,110.000000,276.000000,1.100000,28.790000,25.000000,18.107664
217.000000,18.000000,76.000000,111.000000,0.800000,44.070000,23.000000,9.194767
217.000000,18.500000,36.000000,68.000000,0.800000,46.880000,21.000000,4.034527
217.000000,19.000000,0.000000,0.000000,0.900000,44.720000,20.000000,0.000000
218.000000,4.500000,0.000000,0.000000,2.100000,57.100000,15.000000,0.000000
218.000000,5.000000,0.000000,0.000000,2.200000,55.560000,16.000000,0.000000
218.000000,5.500000,21.000000,266.000000,2.500000,48.880000,18.000000,3.471685
218.000000,6.000000,48.000000,327.000000,2.800000,44.530000,20.000000,9.382725
218.000000,6.500000,86.000000,326.000000,2.800000,41.830000,21.000000,15.856631
218.000000,7.000000,142.000000,78.000000,2.900000,39.450000,23.000000,15.950107
218.000000,7.500000,189.000000,81.000000,2.800000,37.110000,24.000000,21.110203
218.000000,8.000000,212.000000,376.000000,2.700000,34.200000,26.000000,38.654277
218.000000,8.500000,283.000000,260.000000,2.500000,32.220000,27.000000,41.468453
218.000000,9.000000,335.000000,210.000000,2.300000,29.460000,28.000000,45.033120
218.000000,9.500000,366.000000,91.000000,2.400000,29.460000,28.000000,40.811265
218.000000,10.000000,406.000000,261.000000,2.500000,28.130000,28.000000,57.886322
218.000000,10.500000,407.000000,420.000000,2.600000,29.820000,28.000000,71.865353
218.000000,11.000000,452.000000,92.000000,2.800000,31.180000,28.000000,50.099345
218.000000,11.500000,482.000000,140.000000,2.700000,33.080000,27.000000,57.136398
218.000000,12.000000,349.000000,24.000000,2.700000,34.390000,27.000000,34.901051
218.000000,12.500000,412.000000,528.000000,2.500000,34.380000,27.000000,84.062747
218.000000,13.000000,469.000000,241.000000,2.300000,34.940000,27.000000,64.360541
218.000000,13.500000,457.000000,161.000000,2.200000,34.920000,27.000000,56.104378
218.000000,14.000000,211.000000,14.000000,2.100000,34.960000,27.000000,20.921867
218.000000,14.500000,313.000000,30.000000,2.000000,34.950000,27.000000,31.617350
218.000000,15.000000,348.000000,253.000000,2.000000,32.560000,27.000000,49.630796
218.000000,15.500000,110.000000,800.000000,1.900000,34.530000,27.000000,58.731339
218.000000,16.000000,97.000000,781.000000,1.900000,34.370000,27.000000,50.568996
218.000000,16.500000,74.000000,0.000000,1.600000,36.480000,26.000000,6.942759
218.000000,17.000000,30.000000,0.000000,1.400000,39.050000,26.000000,2.814632
218.000000,17.500000,102.000000,337.000000,1.200000,44.060000,24.000000,18.952271
218.000000,18.000000,74.000000,100.000000,1.000000,55.450000,23.000000,8.819471
218.000000,18.500000,31.000000,318.000000,1.400000,62.750000,21.000000,6.004878
218.000000,19.000000,0.000000,0.000000,1.900000,63.090000,20.000000,0.000000
219.000000,4.500000,0.000000,0.000000,1.200000,82.020000,14.000000,0.000000
219.000000,5.000000,0.000000,0.000000,1.300000,78.300000,15.000000,0.000000
219.000000,5.500000,18.000000,0.000000,1.600000,78.310000,15.000000,1.688983
219.000000,6.000000,55.000000,36.000000,1.900000,75.180000,16.000000,5.629883
219.000000,6.500000,97.000000,61.000000,1.800000,70.500000,17.000000,10.602829
219.000000,7.000000,141.000000,80.000000,1.700000,65.710000,18.000000,15.857154
219.000000,7.500000,83.000000,720.000000,1.600000,61.680000,19.000000,37.625141
219.000000,8.000000,87.000000,784.000000,1.500000,50.680000,21.000000,47.100762
219.000000,8.500000,93.000000,823.000000,1.500000,47.630000,22.000000,55.919812
219.000000,9.000000,201.000000,660.000000,1.600000,42.230000,23.000000,61.360998
219.000000,9.500000,325.000000,394.000000,1.500000,39.730000,24.000000,58.264160
219.000000,10.000000,359.000000,428.000000,1.500000,35.850000,25.000000,66.144576
219.000000,10.500000,368.000000,527.000000,1.500000,33.760000,26.000000,76.651807
219.000000,11.000000,105.000000,0.000000,1.600000,30.740000,27.000000,9.851103
219.000000,11.500000,373.000000,30.000000,1.800000,30.730000,27.000000,37.621832
219.000000,12.000000,371.000000,37.000000,2.000000,28.420000,28.000000,37.996695
219.000000,12.500000,437.000000,361.000000,2.100000,28.410000,28.000000,71.959172
219.000000,13.000000,448.000000,77.000000,2.300000,26.470000,28.000000,48.598241
219.000000,13.500000,276.000000,18.000000,2.300000,26.470000,28.000000,27.395148
219.000000,14.000000,262.000000,17.000000,2.400000,26.310000,29.000000,25.987577
219.000000,14.500000,36.000000,0.000000,2.400000,27.900000,28.000000,3.377484
219.000000,15.000000,53.000000,0.000000,2.500000,27.740000,28.000000,4.972407
219.000000,15.500000,283.000000,346.000000,2.500000,29.430000,27.000000,47.379115
219.000000,16.000000,205.000000,458.000000,2.500000,29.470000,27.000000,43.438674
219.000000,16.500000,202.000000,278.000000,2.400000,31.290000,26.000000,31.430056
219.000000,17.000000,67.000000,731.000000,2.400000,32.100000,26.000000,32.837372
219.000000,17.500000,58.000000,651.000000,2.100000,36.220000,24.000000,23.361958
219.000000,18.000000,46.000000,529.000000,1.900000,46.650000,23.000000,14.073623
219.000000,18.500000,29.000000,341.000000,2.000000,52.790000,21.000000,5.911052
219.000000,19.000000,0.000000,0.000000,2.200000,58.140000,20.000000,0.000000
220.000000,4.500000,0.000000,0.000000,2.300000,67.890000,13.000000,0.000000
220.000000,5.000000,0.000000,0.000000,2.400000,70.280000,13.000000,0.000000
220.000000,5.500000,19.000000,284.000000,2.800000,61.630000,14.000000,3.284170
220.000000,6.000000,36.000000,524.000000,3.200000,55.550000,16.000000,10.978271
220.000000,6.500000,48.000000,664.000000,2.600000,48.910000,18.000000,20.173302
220.000000,7.000000,57.000000,753.000000,2.000000,42.350000,21.000000,29.836738
220.000000,7.500000,64.000000,815.000000,1.900000,39.810000,22.000000,39.500404
220.000000,8.000000,70.000000,857.000000,1.800000,35.360000,23.000000,48.976209
220.000000,8.500000,75.000000,891.000000,1.700000,33.270000,24.000000,57.888868
220.000000,9.000000,80.000000,914.000000,1.700000,30.050000,25.000000,66.050754
220.000000,9.500000,83.000000,933.000000,1.700000,28.290000,26.000000,73.368070
220.000000,10.000000,87.000000,946.000000,1.700000,26.000000,27.000000,79.559386
220.000000,10.500000,89.000000,956.000000,1.800000,26.000000,27.000000,84.625667
220.000000,11.000000,88.000000,966.000000,2.000000,24.220000,28.000000,88.377497
220.000000,11.500000,89.000000,969.000000,2.100000,24.220000,28.000000,90.722972
220.000000,12.000000,93.000000,965.000000,2.200000,22.680000,29.000000,91.472518
220.000000,12.500000,93.000000,963.000000,2.300000,22.670000,29.000000,91.003429
220.000000,13.000000,96.000000,952.000000,2.400000,21.300000,29.000000,88.939433
220.000000,13.500000,95.000000,945.000000,2.500000,21.300000,29.000000,85.561986
220.000000,14.000000,98.000000,925.000000,2.600000,21.390000,29.000000,80.777270
220.000000,14.500000,95.000000,909.000000,2.600000,22.670000,29.000000,74.960556
220.000000,15.000000,97.000000,880.000000,2.700000,23.080000,29.000000,67.736573
220.000000,15.500000,92.000000,853.000000,2.700000,24.480000,28.000000,59.856521
220.000000,16.000000,91.000000,807.000000,2.800000,25.180000,28.000000,51.037535
220.000000,16.500000,173.000000,421.000000,2.800000,26.720000,27.000000,34.994871
220.000000,17.000000,141.000000,377.000000,2.800000,30.150000,26.000000,26.832824
220.000000,17.500000,86.000000,440.000000,2.500000,34.030000,24.000000,19.984326
220.000000,18.000000,55.000000,452.000000,2.200000,44.420000,23.000000,13.323030
220.000000,18.500000,33.000000,258.000000,2.100000,47.250000,21.000000,5.348094
220.000000,19.000000,0.000000,0.000000,2.100000,54.620000,20.000000,0.000000
221.000000,4.500000,0.000000,0.000000,2.100000,98.320000,14.000000,0.000000
221.000000,5.000000,0.000000,0.000000,2.200000,96.530000,14.000000,0.000000
221.000000,5.500000,21.000000,86.000000,2.100000,96.560000,15.000000,2.439643
221.000000,6.000000,53.000000,292.000000,2.100000,91.890000,16.000000,9.195475
221.000000,6.500000,77.000000,442.000000,1.900000,86.160000,17.000000,17.546274
221.000000,7.000000,89.000000,578.000000,1.800000,75.870000,18.000000,27.022842
221.000000,7.500000,102.000000,655.000000,2.100000,71.240000,19.000000,36.405373
221.000000,8.000000,114.000000,708.000000,2.400000,61.640000,21.000000,45.505716
221.000000,8.500000,179.000000,616.000000,2.500000,57.930000,21.000000,51.885899
221.000000,9.000000,123.000000,799.000000,2.700000,51.570000,22.000000,62.581400
221.000000,9.500000,128.000000,823.000000,2.900000,51.560000,23.000000,69.711348
221.000000,10.000000,136.000000,836.000000,3.200000,47.230000,24.000000,75.715261
221.000000,10.500000,177.000000,12.000000,3.500000,47.220000,24.000000,17.544924
221.000000,11.000000,434.000000,420.000000,3.800000,43.840000,25.000000,75.526785
221.000000,11.500000,298.000000,19.000000,4.000000,43.830000,25.000000,29.647781
221.000000,12.000000,150.000000,9.000000,4.300000,44.050000,25.000000,14.917713
221.000000,12.500000,199.000000,14.000000,4.400000,44.040000,24.000000,19.984326
221.000000,13.000000,137.000000,7.000000,4.600000,44.850000,24.000000,13.510530
221.000000,13.500000,238.000000,16.000000,4.600000,47.640000,24.000000,23.643427
221.000000,14.000000,29.000000,0.000000,4.700000,48.720000,24.000000,2.720871
221.000000,14.500000,328.000000,38.000000,4.500000,51.790000,23.000000,33.589048
221.000000,15.000000,266.000000,530.000000,4.400000,53.300000,23.000000,60.235108
221.000000,15.500000,281.000000,58.000000,4.100000,56.690000,22.000000,29.930235
221.000000,16.000000,246.000000,74.000000,3.900000,58.320000,22.000000,27.021654
221.000000,16.500000,185.000000,354.000000,3.800000,62.050000,21.000000,33.026829
221.000000,17.000000,94.000000,599.000000,3.700000,63.830000,21.000000,30.212042
221.000000,17.500000,79.000000,506.000000,3.400000,67.940000,20.000000,21.017304
221.000000,18.000000,59.000000,383.000000,3.100000,75.490000,19.000000,12.291505
221.000000,18.500000,33.000000,197.000000,2.700000,80.440000,18.000000,4.785295
221.000000,19.000000,0.000000,0.000000,2.300000,88.100000,17.000000,0.000000
222.000000,4.500000,0.000000,0.000000,1.200000,100.000000,15.000000,0.000000
222.000000,5.000000,0.000000,0.000000,1.300000,100.000000,15.000000,0.000000
222.000000,5.500000,23.000000,0.000000,1.500000,93.740000,16.000000,2.158122
222.000000,6.000000,48.000000,244.000000,1.700000,89.650000,17.000000,7.975579
222.000000,6.500000,81.000000,327.000000,1.500000,84.110000,18.000000,15.200349
222.000000,7.000000,122.000000,356.000000,1.300000,78.350000,19.000000,22.800272
222.000000,7.500000,76.000000,738.000000,1.000000,69.130000,20.000000,37.249418
222.000000,8.000000,213.000000,349.000000,0.800000,55.860000,22.000000,37.154774
222.000000,8.500000,264.000000,327.000000,1.300000,52.560000,23.000000,43.346760
222.000000,9.000000,90.000000,866.000000,1.900000,46.620000,25.000000,63.611379
222.000000,9.500000,94.000000,887.000000,2.000000,43.900000,25.000000,70.835680
222.000000,10.000000,344.000000,494.000000,2.300000,41.370000,26.000000,69.427586
